Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,25.675596237182617,25.783252716064453,25.191150665283203,25.298805236816406,10.904139518737793,967912
2000-01-05,24.922014236450195,25.02967071533203,24.59905433654785,24.706710815429688,10.648937225341797,729858
2000-01-06,24.59905433654785,24.760534286499023,24.49139976501465,24.59905433654785,10.602535247802734,1011351
2000-01-07,24.383743286132812,24.922014236450195,24.383743286132812,24.814359664916992,10.695333480834961,2151307
2000-01-10,24.814359664916992,24.922014236450195,24.49139976501465,24.922014236450195,10.741734504699707,1212543
2000-01-11,24.760534286499023,24.86819076538086,24.383743286132812,24.49139976501465,10.556135177612305,1199161
2000-01-12,24.49139976501465,24.49139976501465,23.953126907348633,23.953126907348633,10.324129104614258,884940
2000-01-13,23.953126907348633,24.22226333618164,23.737815856933594,24.06078338623047,10.370532035827637,1728436
2000-01-14,24.168432235717773,24.706710815429688,24.114608764648438,24.383743286132812,10.509734153747559,1688825
2000-01-17,24.706710815429688,25.298805236816406,24.706710815429688,24.814359664916992,10.695333480834961,2097451
2000-01-18,24.760534286499023,25.137325286865234,24.383743286132812,24.383743286132812,10.509734153747559,2085396
2000-01-19,24.383743286132812,24.59905433654785,24.22226333618164,24.22226333618164,10.440133094787598,1217811
2000-01-20,24.27608871459961,24.383743286132812,23.791641235351562,24.27608871459961,10.463334083557129,1489951
2000-01-21,24.383743286132812,24.706710815429688,24.27608871459961,24.706710815429688,10.648937225341797,1352474
2000-01-24,24.65287971496582,24.922014236450195,24.49139976501465,24.49139976501465,10.556135177612305,1224293
2000-01-25,24.59905433654785,24.706710815429688,24.06078338623047,24.114608764648438,10.393731117248535,1350609
2000-01-26,24.114608764648438,24.59905433654785,23.953126907348633,24.06078338623047,10.370532035827637,1355252
2000-01-27,24.22226333618164,24.59905433654785,24.22226333618164,24.49139976501465,10.556135177612305,1605128
2000-01-28,24.545223236083984,25.02967071533203,24.49139976501465,24.65287971496582,10.625734329223633,2924169
2000-01-31,24.383743286132812,24.760534286499023,24.383743286132812,24.49139976501465,10.556135177612305,1515960
2000-02-01,24.59905433654785,25.298805236816406,24.59905433654785,24.86819076538086,10.718538284301758,2768209
2000-02-02,24.86819076538086,24.86819076538086,24.86819076538086,24.86819076538086,10.718538284301758,0
2000-02-03,24.86819076538086,24.86819076538086,24.86819076538086,24.86819076538086,10.718538284301758,0
2000-02-04,24.86819076538086,24.86819076538086,24.86819076538086,24.86819076538086,10.718538284301758,0
2000-02-07,24.86819076538086,24.86819076538086,24.86819076538086,24.86819076538086,10.718538284301758,0
2000-02-08,24.86819076538086,24.86819076538086,24.86819076538086,24.86819076538086,10.718538284301758,0
2000-02-09,25.02967071533203,25.083494186401367,24.545223236083984,24.706710815429688,10.648937225341797,1326465
2000-02-10,24.706710815429688,24.760534286499023,24.49139976501465,24.59905433654785,10.602535247802734,1161382
2000-02-11,24.706710815429688,25.675596237182617,24.65287971496582,25.137325286865234,10.8345365524292,3627711
2000-02-14,25.137325286865234,25.298805236816406,24.59905433654785,24.65287971496582,10.625734329223633,3636078
2000-02-15,24.86819076538086,24.975839614868164,24.22226333618164,24.922014236450195,10.741734504699707,3039187
2000-02-16,25.02967071533203,25.191150665283203,24.65287971496582,24.814359664916992,10.695333480834961,2294381
2000-02-17,24.922014236450195,25.729421615600586,24.814359664916992,25.352630615234375,10.927337646484375,4324947
