Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,14.0805082321167,14.194061279296875,13.739850997924805,14.137284278869629,6.593841552734375,126813
2000-01-05,14.307613372802734,14.534717559814453,14.250837326049805,14.42116641998291,6.726247310638428,166197
2000-01-06,14.648270606994629,15.216032981872559,14.591493606567383,14.761822700500488,6.885135173797607,259791
2000-01-07,14.988927841186523,15.216032981872559,14.818598747253418,14.818598747253418,6.911616325378418,132097
2000-01-10,14.875375747680664,14.988927841186523,14.534717559814453,14.648270606994629,6.8321709632873535,218401
2000-01-11,14.705046653747559,14.761822700500488,14.307613372802734,14.761822700500488,6.885135173797607,123410
2000-01-12,14.761822700500488,14.875375747680664,14.364389419555664,14.534717559814453,6.779210567474365,163801
2000-01-13,14.705046653747559,14.761822700500488,14.534717559814453,14.705046653747559,6.858654499053955,166148
2000-01-14,14.932151794433594,15.727019309997559,14.932151794433594,15.727019309997559,7.335317611694336,994664
2000-01-17,17.487083435058594,17.487083435058594,16.124452590942383,16.805767059326172,7.838462829589844,918517
2000-01-18,16.465110778808594,16.805767059326172,16.181228637695312,16.238006591796875,7.5736494064331055,397746
2000-01-19,16.124452590942383,17.3735294342041,16.124452590942383,17.3735294342041,8.10327434539795,1188638
2000-01-20,17.827739715576172,17.941293716430664,16.8625431060791,17.146425247192383,7.997349262237549,1210501
2000-01-21,16.805767059326172,17.259977340698242,16.351558685302734,16.805767059326172,7.838462829589844,440325
2000-01-24,16.578662872314453,16.578662872314453,16.238006591796875,16.578662872314453,7.732539653778076,396292
2000-01-25,16.578662872314453,17.032873153686523,16.238006591796875,16.91931915283203,7.891424655914307,417428
2000-01-26,16.578662872314453,16.91931915283203,16.578662872314453,16.91931915283203,7.891424655914307,256269
2000-01-27,16.91931915283203,17.487083435058594,16.91931915283203,17.032873153686523,7.9443864822387695,811959
2000-01-28,17.032873153686523,17.259977340698242,16.805767059326172,17.032873153686523,7.9443864822387695,459066
2000-01-31,16.91931915283203,17.032873153686523,16.692214965820312,16.748992919921875,7.8119797706604,204310
2000-02-01,16.8625431060791,17.032873153686523,16.465110778808594,16.976097106933594,7.917906284332275,338170
2000-02-02,16.976097106933594,16.976097106933594,16.976097106933594,16.976097106933594,7.917906284332275,0
2000-02-03,16.976097106933594,16.976097106933594,16.976097106933594,16.976097106933594,7.917906284332275,0
2000-02-04,16.976097106933594,16.976097106933594,16.976097106933594,16.976097106933594,7.917906284332275,0
2000-02-07,16.976097106933594,16.976097106933594,16.976097106933594,16.976097106933594,7.917906284332275,0
2000-02-08,16.976097106933594,16.976097106933594,16.976097106933594,16.976097106933594,7.917906284332275,0
